ID             ARO_Index    Gene         %identity  alignment_length  mismatches  gap_opens  q_start  q_end    s_start  s_end  evalue     bit_score
NZ_CP176964.1  ARO:3001073  SHV-14       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001184  SHV-142      99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001129  SHV-75       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001070  SHV-11       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3003152  SHV-185      99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001096  SHV-38       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001122  SHV-67       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001123  SHV-69       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001132  SHV-78       99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001150  SHV-101      99.071     861               8           0          5304206  5305066  1        861    0.0        1546
NZ_CP176964.1  ARO:3001153  SHV-104      99.070     860               8           0          5304207  5305066  2        861    0.0        1544
NZ_CP176964.1  ARO:3001194  SHV-155      99.182     856               7           0          5304206  5305061  1        856    0.0        1543
NZ_CP176964.1  ARO:3001187  SHV-148      99.182     856               7           0          5304206  5305061  1        856    0.0        1543
NZ_CP176964.1  ARO:3003591  SHV-191      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001346  SHV-146      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005250  SHV-217      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005249  SHV-203      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005241  SHV-225      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005235  SHV-214      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005230  SHV-211      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005225  SHV-210      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005213  SHV-204      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3005210  SHV-195      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001066  SHV-7        98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001107  SHV-50       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001087  SHV-29       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001085  SHV-27       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001167  SHV-120      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001190  SHV-151      99.068     858               8           0          5304206  5305063  1        858    0.0        1541
NZ_CP176964.1  ARO:3001337  SHV-99       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001120  SHV-65       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001340  SHV-119      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001158  SHV-109      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001125  SHV-71       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001060  SHV-2        98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001130  SHV-76       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3003153  SHV-186      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001183  SHV-141      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001113  SHV-57       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001195  SHV-156      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001106  SHV-49       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001177  SHV-133      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001067  SHV-8        98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001350  SHV-180      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001181  SHV-137      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001168  SHV-121      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001364  SHV-182      98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001071  SHV-12       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001082  SHV-24       98.955     861               9           0          5304206  5305066  1        861    0.0        1541
NZ_CP176964.1  ARO:3001182  SHV-140      98.952     859               9           0          5304208  5305066  3        861    0.0        1537
NZ_CP176964.1  ARO:3001169  SHV-122      98.843     864               7           3          5304206  5305066  1        864    0.0        1537
NZ_CP176964.1  ARO:3001164  SHV-115      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005252  SHV-221      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005233  SHV-227      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005231  SHV-219      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005215  SHV-216      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005214  SHV-197      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005212  SHV-212      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3005209  SHV-198      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001102  SHV-44       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3003156  SHV-189      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001199  SHV-160      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001064  SHV-5        98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001198  SHV-159      98.951     858               9           0          5304206  5305063  1        858    0.0        1535
NZ_CP176964.1  ARO:3001147  SHV-95       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001138  SHV-84       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001103  SHV-45       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001061  SHV-2A       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001105  SHV-48       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001186  SHV-147      98.951     858               9           0          5304206  5305063  1        858    0.0        1535
NZ_CP176964.1  ARO:3001352  SHV-168      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001197  SHV-158      98.951     858               9           0          5304206  5305063  1        858    0.0        1535
NZ_CP176964.1  ARO:3001178  SHV-134      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001121  SHV-66       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001145  SHV-93       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001151  SHV-102      98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001149  SHV-97       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001126  SHV-72       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001088  SHV-30       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001065  SHV-6        98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001090  SHV-32       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001100  SHV-42       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001099  SHV-41       98.839     861               10          0          5304206  5305066  1        861    0.0        1535
NZ_CP176964.1  ARO:3001202  SHV-163      98.949     856               9           0          5304206  5305061  1        856    0.0        1531
NZ_CP176964.1  ARO:3001355  SHV-171      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005248  SHV-200      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005238  SHV-218      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005234  SHV-223      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005226  SHV-208      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005224  SHV-220      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005211  SHV-201      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005208  SHV-222      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3005207  SHV-205      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001086  SHV-28       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001140  SHV-86       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001092  SHV-34       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001188  SHV-149      98.834     858               10          0          5304206  5305063  1        858    0.0        1530
NZ_CP176964.1  ARO:3001114  SHV-59       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001155  SHV-106      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001095  SHV-37       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001192  SHV-153      98.834     858               10          0          5304206  5305063  1        858    0.0        1530
NZ_CP176964.1  ARO:3001074  SHV-15       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3003155  SHV-188      98.396     873               8           1          5304200  5305066  1        873    0.0        1530
NZ_CP176964.1  ARO:3001347  SHV-164      98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001191  SHV-152      98.834     858               10          0          5304206  5305063  1        858    0.0        1530
NZ_CP176964.1  ARO:3001119  SHV-64       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001076  SHV-18       98.722     861               11          0          5304206  5305066  1        861    0.0        1530
NZ_CP176964.1  ARO:3001351  SHV-183      98.611     864               9           1          5304206  5305066  1        864    0.0        1526
NZ_CP176964.1  ARO:3001063  SHV-4        98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001062  SHV-3        98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001203  SHV-165      98.718     858               11          0          5304206  5305063  1        858    0.0        1524
NZ_CP176964.1  ARO:3001193  SHV-154      98.718     858               11          0          5304206  5305063  1        858    0.0        1524
NZ_CP176964.1  ARO:3001111  SHV-55       98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001104  SHV-46       98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001101  SHV-43       98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001176  SHV-129      98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001201  SHV-162      98.718     858               11          0          5304206  5305063  1        858    0.0        1524
NZ_CP176964.1  ARO:3001154  SHV-105      98.606     861               12          0          5304206  5305066  1        861    0.0        1524
NZ_CP176964.1  ARO:3001127  SHV-73       98.828     853               10          0          5304214  5305066  6        858    0.0        1520
NZ_CP176964.1  ARO:3001204  SHV-167      99.054     846               8           0          5304206  5305051  1        846    0.0        1519
NZ_CP176964.1  ARO:3001175  SHV-128      98.374     861               14          0          5304206  5305066  1        861    0.0        1513
NZ_CP176964.1  ARO:3004597  Kpne_KpnH    84.326     1544              229         9          3563677  3565212  1539     1      0.0        1498
NZ_CP176964.1  ARO:3000074  emrB         84.296     1541              235         5          3563677  3565212  1539     1      0.0        1498
NZ_CP176964.1  ARO:3001068  SHV-9        97.793     861               16          1          5304206  5305066  1        858    0.0        1482
NZ_CP176964.1  ARO:3001075  SHV-16       97.149     877               8           3          5304206  5305066  1        876    0.0        1465
NZ_CP176964.1  ARO:3001172  SHV-125      98.770     813               10          0          5304206  5305018  1        813    0.0        1447
NZ_CP176964.1  ARO:3001174  SHV-127      98.647     813               11          0          5304206  5305018  1        813    0.0        1441
NZ_CP176964.1  ARO:3001173  SHV-126      98.647     813               11          0          5304206  5305018  1        813    0.0        1441
NZ_CP176964.1  ARO:3001171  SHV-124      98.647     813               11          0          5304206  5305018  1        813    0.0        1441
NZ_CP176964.1  ARO:3001170  SHV-123      98.524     813               12          0          5304206  5305018  1        813    0.0        1435
NZ_CP176964.1  ARO:3006956  OHIO-1       96.644     864               23          6          5304206  5305066  1        861    0.0        1430
NZ_CP176964.1  ARO:3006863  AAK-1        96.262     856               32          0          5304206  5305061  1        856    0.0        1404
NZ_CP176964.1  ARO:3001078  SHV-20       98.718     780               10          0          5304236  5305015  1        780    0.0        1386
NZ_CP176964.1  ARO:3001080  SHV-22       98.590     780               11          0          5304236  5305015  1        780    0.0        1380
NZ_CP176964.1  ARO:3001079  SHV-21       98.590     780               11          0          5304236  5305015  1        780    0.0        1380
NZ_CP176964.1  ARO:3001338  SHV-100      98.961     770               8           0          5304297  5305066  131      900    0.0        1378
NZ_CP176964.1  ARO:3001338  SHV-100      98.496     133               2           0          5304206  5304338  1        133    2.93e-58   235
NZ_CP176964.1  ARO:3001081  SHV-23       98.462     780               12          0          5304236  5305015  1        780    0.0        1375
NZ_CP176964.1  ARO:3001110  SHV-53       99.311     726               5           0          5304227  5304952  1        726    0.0        1314
NZ_CP176964.1  ARO:3004074  MuxB         74.669     3099              673         97         4148384  4151426  3048     6      0.0        1271
NZ_CP176964.1  ARO:3006152  OKP-C-1      92.343     862               64          2          5304206  5305066  1        861    0.0        1225
NZ_CP176964.1  ARO:3000502  AcrF         73.938     3131              731         71         1059473  1062561  10       3097   0.0        1182
NZ_CP176964.1  ARO:3004844  LEN-41       91.415     862               72          2          5304206  5305066  1        861    0.0        1181
NZ_CP176964.1  ARO:3000830  cpxA         82.198     1365              241         2          2640931  2642294  1364     1      0.0        1173
NZ_CP176964.1  ARO:3004843  LEN-40       91.183     862               74          2          5304206  5305066  1        861    0.0        1170
NZ_CP176964.1  ARO:3002473  LEN-17       91.183     862               74          2          5304206  5305066  1        861    0.0        1170
NZ_CP176964.1  ARO:3004828  LEN-36       91.067     862               75          2          5304206  5305066  1        861    0.0        1164
NZ_CP176964.1  ARO:3002461  LEN-11       91.067     862               75          2          5304206  5305066  1        861    0.0        1164
NZ_CP176964.1  ARO:3002469  LEN-22       91.067     862               75          2          5304206  5305066  1        861    0.0        1164
NZ_CP176964.1  ARO:3002466  LEN-19       91.067     862               75          2          5304206  5305066  1        861    0.0        1164
NZ_CP176964.1  ARO:3002462  LEN-12       91.067     862               75          2          5304206  5305066  1        861    0.0        1164
NZ_CP176964.1  ARO:3002455  LEN-2        91.067     862               75          2          5304206  5305066  1        861    0.0        1164
NZ_CP176964.1  ARO:3006934  LEN-31       90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3006933  LEN-28       90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3004838  LEN-30       90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3004846  LEN-43       90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3002456  LEN-5        90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3002467  LEN-20       90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3002468  LEN-21       90.951     862               76          2          5304206  5305066  1        861    0.0        1158
NZ_CP176964.1  ARO:3006932  LEN-27       90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3004840  LEN-34       90.846     863               75          4          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3004849  LEN-58       90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3002471  LEN-24       90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3002457  LEN-7        90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3002465  LEN-18       90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3002463  LEN-13       90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3002464  LEN-16       90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3002459  LEN-9        90.835     862               77          2          5304206  5305066  1        861    0.0        1153
NZ_CP176964.1  ARO:3004842  LEN-39       90.719     862               78          2          5304206  5305066  1        861    0.0        1147
NZ_CP176964.1  ARO:3004841  LEN-38       90.719     862               78          2          5304206  5305066  1        861    0.0        1147
NZ_CP176964.1  ARO:3004827  LEN-35       90.730     863               76          4          5304206  5305066  1        861    0.0        1147
NZ_CP176964.1  ARO:3004848  LEN-55       90.719     862               78          2          5304206  5305066  1        861    0.0        1147
NZ_CP176964.1  ARO:3004847  LEN-51       90.719     862               78          2          5304206  5305066  1        861    0.0        1147
