ID                    ARO_Index    Gene         %identity  alignment_length  mismatches  gap_opens  q_start  q_end    s_start  s_end  evalue     bit_score
NZ_CM128563.1         ARO:3001357  SHV-173      99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3001128  SHV-74       99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3001083  SHV-25       99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3001129  SHV-75       99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3003152  SHV-185      99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3001122  SHV-67       99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3001123  SHV-69       99.535     861               4           0          2948574  2949434  1        861    0.0        1568
NZ_CM128563.1         ARO:3005253  SHV-202      99.193     867               7           0          2948568  2949434  1        867    0.0        1563
NZ_CM128563.1         ARO:3005251  SHV-213      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3005250  SHV-217      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3005249  SHV-203      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3005242  SHV-209      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3005240  SHV-224      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3005235  SHV-214      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3005226  SHV-208      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001345  SHV-144      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001085  SHV-27       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001086  SHV-28       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001098  SHV-40       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001159  SHV-110      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001139  SHV-85       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001337  SHV-99       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001115  SHV-60       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001146  SHV-94       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001135  SHV-81       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001340  SHV-119      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001059  SHV-1        99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001131  SHV-77       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001148  SHV-96       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001356  SHV-172      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001181  SHV-137      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001168  SHV-121      99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001093  SHV-35       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001116  SHV-61       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001141  SHV-89       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001112  SHV-56       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001071  SHV-12       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001133  SHV-79       99.419     861               5           0          2948574  2949434  1        861    0.0        1563
NZ_CM128563.1         ARO:3001137  SHV-83       99.418     859               5           0          2948576  2949434  3        861    0.0        1559
NZ_CM128563.1         ARO:3001341  SHV-132      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005239  SHV-193      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005237  SHV-1b-b     99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005236  SHV-207      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005232  SHV-199      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005231  SHV-219      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005229  SHV-196      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005228  SHV-226      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005227  SHV-206      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005223  SHV-194      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005215  SHV-216      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3005212  SHV-212      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001362  SHV-179      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001361  SHV-178      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001185  SHV-145      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001102  SHV-44       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001336  SHV-98       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001199  SHV-160      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001160  SHV-111      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001147  SHV-95       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001061  SHV-2A       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001344  SHV-143      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001108  SHV-51       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001179  SHV-135      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001084  SHV-26       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001134  SHV-80       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001077  SHV-19       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001178  SHV-134      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001121  SHV-66       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001145  SHV-93       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001091  SHV-33       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001200  SHV-161      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001196  SHV-157      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001073  SHV-14       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001149  SHV-97       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001117  SHV-62       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001157  SHV-108      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001184  SHV-142      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001096  SHV-38       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001094  SHV-36       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001065  SHV-6        99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001132  SHV-78       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001090  SHV-32       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001150  SHV-101      99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001100  SHV-42       99.303     861               6           0          2948574  2949434  1        861    0.0        1557
NZ_CM128563.1         ARO:3001153  SHV-104      99.302     860               6           0          2948575  2949434  2        861    0.0        1555
NZ_CM128563.1         ARO:3001187  SHV-148      99.416     856               5           0          2948574  2949429  1        856    0.0        1554
NZ_CM128563.1         ARO:3003591  SHV-191      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001355  SHV-171      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005241  SHV-225      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005230  SHV-211      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005225  SHV-210      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005213  SHV-204      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005211  SHV-201      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005210  SHV-195      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3005207  SHV-205      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001107  SHV-50       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001087  SHV-29       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001167  SHV-120      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001140  SHV-86       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001120  SHV-65       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001158  SHV-109      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001114  SHV-59       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001125  SHV-71       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001152  SHV-103      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001060  SHV-2        99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001130  SHV-76       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3003153  SHV-186      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001155  SHV-106      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001183  SHV-141      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001113  SHV-57       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001095  SHV-37       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001136  SHV-82       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001106  SHV-49       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001177  SHV-133      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001067  SHV-8        99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001074  SHV-15       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001350  SHV-180      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001347  SHV-164      99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001191  SHV-152      99.301     858               6           0          2948574  2949431  1        858    0.0        1552
NZ_CM128563.1         ARO:3001119  SHV-64       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001082  SHV-24       99.187     861               7           0          2948574  2949434  1        861    0.0        1552
NZ_CM128563.1         ARO:3001351  SHV-183      99.074     864               5           1          2948574  2949434  1        864    0.0        1548
NZ_CM128563.1         ARO:3001182  SHV-140      99.185     859               7           0          2948576  2949434  3        861    0.0        1548
NZ_CM128563.1         ARO:3001169  SHV-122      99.074     864               5           3          2948574  2949434  1        864    0.0        1548
NZ_CM128563.1         ARO:3001164  SHV-115      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3005252  SHV-221      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3005214  SHV-197      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3005209  SHV-198      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001063  SHV-4        99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001062  SHV-3        99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3003156  SHV-189      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001064  SHV-5        99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001138  SHV-84       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001193  SHV-154      99.184     858               7           0          2948574  2949431  1        858    0.0        1546
NZ_CM128563.1         ARO:3001103  SHV-45       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001105  SHV-48       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001118  SHV-63       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001186  SHV-147      99.184     858               7           0          2948574  2949431  1        858    0.0        1546
NZ_CM128563.1         ARO:3001352  SHV-168      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001111  SHV-55       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001189  SHV-150      99.184     858               7           0          2948574  2949431  1        858    0.0        1546
NZ_CM128563.1         ARO:3001101  SHV-43       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001151  SHV-102      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001126  SHV-72       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001176  SHV-129      99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001088  SHV-30       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001144  SHV-92       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001099  SHV-41       99.071     861               8           0          2948574  2949434  1        861    0.0        1546
NZ_CM128563.1         ARO:3001202  SHV-163      99.182     856               7           0          2948574  2949429  1        856    0.0        1543
NZ_CM128563.1         ARO:3003590  SHV-190      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3001346  SHV-146      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3005248  SHV-200      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3005238  SHV-218      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3005234  SHV-223      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3005224  SHV-220      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3005208  SHV-222      98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3001066  SHV-7        98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3001190  SHV-151      99.068     858               8           0          2948574  2949431  1        858    0.0        1541
NZ_CM128563.1         ARO:3001092  SHV-34       98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3001188  SHV-149      99.068     858               8           0          2948574  2949431  1        858    0.0        1541
NZ_CM128563.1         ARO:3001192  SHV-153      99.068     858               8           0          2948574  2949431  1        858    0.0        1541
NZ_CM128563.1         ARO:3003155  SHV-188      98.625     873               6           1          2948568  2949434  1        873    0.0        1541
NZ_CM128563.1         ARO:3001076  SHV-18       98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3001109  SHV-52       98.955     861               9           0          2948574  2949434  1        861    0.0        1541
NZ_CM128563.1         ARO:3001203  SHV-165      98.951     858               9           0          2948574  2949431  1        858    0.0        1535
NZ_CM128563.1         ARO:3001104  SHV-46       98.839     861               10          0          2948574  2949434  1        861    0.0        1535
NZ_CM128563.1         ARO:3001201  SHV-162      98.951     858               9           0          2948574  2949431  1        858    0.0        1535
NZ_CM128563.1         ARO:3001175  SHV-128      98.839     861               10          0          2948574  2949434  1        861    0.0        1535
NZ_CM128563.1         ARO:3001154  SHV-105      98.839     861               10          0          2948574  2949434  1        861    0.0        1535
NZ_CM128563.1         ARO:3001127  SHV-73       99.062     853               8           0          2948582  2949434  6        858    0.0        1531
NZ_CM128563.1         ARO:3001204  SHV-167      99.054     846               8           0          2948574  2949419  1        846    0.0        1519
NZ_CM128563.1         ARO:3001068  SHV-9        98.026     861               14          1          2948574  2949434  1        858    0.0        1493
NZ_CM128563.1         ARO:3004597  Kpne_KpnH    84.187     1543              236         6          1283108  1284646  1539     1      0.0        1491
NZ_CM128563.1         ARO:3000074  emrB         84.156     1540              242         2          1283108  1284646  1539     1      0.0        1491
NZ_CM128563.1         ARO:3001075  SHV-16       97.377     877               6           3          2948574  2949434  1        876    0.0        1476
NZ_CM128563.1         ARO:3001172  SHV-125      99.016     813               8           0          2948574  2949386  1        813    0.0        1458
NZ_CM128563.1         ARO:3001174  SHV-127      98.893     813               9           0          2948574  2949386  1        813    0.0        1452
NZ_CM128563.1         ARO:3001173  SHV-126      98.893     813               9           0          2948574  2949386  1        813    0.0        1452
NZ_CM128563.1         ARO:3001171  SHV-124      98.893     813               9           0          2948574  2949386  1        813    0.0        1452
NZ_CM128563.1         ARO:3001170  SHV-123      98.770     813               10          0          2948574  2949386  1        813    0.0        1447
NZ_CM128563.1         ARO:3006956  OHIO-1       96.875     864               21          6          2948574  2949434  1        861    0.0        1441
NZ_CM128563.1         ARO:3006863  AAK-1        96.262     856               32          0          2948574  2949429  1        856    0.0        1404
NZ_CM128563.1         ARO:3001338  SHV-100      99.481     770               4           0          2948665  2949434  131      900    0.0        1400
NZ_CM128563.1         ARO:3001338  SHV-100      98.496     133               2           0          2948574  2948706  1        133    2.92e-58   235
NZ_CM128563.1         ARO:3001078  SHV-20       98.974     780               8           0          2948604  2949383  1        780    0.0        1397
NZ_CM128563.1         ARO:3001080  SHV-22       98.846     780               9           0          2948604  2949383  1        780    0.0        1391
NZ_CM128563.1         ARO:3001079  SHV-21       98.846     780               9           0          2948604  2949383  1        780    0.0        1391
NZ_CM128563.1         ARO:3001081  SHV-23       98.718     780               10          0          2948604  2949383  1        780    0.0        1386
NZ_CM128563.1         ARO:3001110  SHV-53       99.449     726               4           0          2948595  2949320  1        726    0.0        1319
NZ_CM128563.1         ARO:3004074  MuxB         74.927     3103              658         100        1853042  1856084  3048     6      0.0        1310
NZ_CM128563.1         ARO:3006152  OKP-C-1      92.575     862               62          2          2948574  2949434  1        861    0.0        1236
NZ_CM128563.1         ARO:3004844  LEN-41       91.647     862               70          2          2948574  2949434  1        861    0.0        1192
NZ_CM128563.1         ARO:3004843  LEN-40       91.415     862               72          2          2948574  2949434  1        861    0.0        1181
NZ_CM128563.1         ARO:3000502  AcrF         73.906     3131              732         71         4287900  4290988  10       3097   0.0        1177
NZ_CM128563.1         ARO:3002461  LEN-11       91.299     862               73          2          2948574  2949434  1        861    0.0        1175
NZ_CM128563.1         ARO:3002469  LEN-22       91.299     862               73          2          2948574  2949434  1        861    0.0        1175
NZ_CM128563.1         ARO:3002466  LEN-19       91.299     862               73          2          2948574  2949434  1        861    0.0        1175
NZ_CM128563.1         ARO:3002462  LEN-12       91.299     862               73          2          2948574  2949434  1        861    0.0        1175
NZ_CM128563.1         ARO:3002455  LEN-2        91.299     862               73          2          2948574  2949434  1        861    0.0        1175
NZ_CM128563.1         ARO:3006933  LEN-28       91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3004838  LEN-30       91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3004846  LEN-43       91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3002473  LEN-17       91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3002456  LEN-5        91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3002467  LEN-20       91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3002468  LEN-21       91.183     862               74          2          2948574  2949434  1        861    0.0        1170
NZ_CM128563.1         ARO:3006932  LEN-27       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3004828  LEN-36       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3004840  LEN-34       91.078     863               73          4          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3004849  LEN-58       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3002471  LEN-24       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3002457  LEN-7        91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3002465  LEN-18       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3002463  LEN-13       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3002464  LEN-16       91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3002459  LEN-9        91.067     862               75          2          2948574  2949434  1        861    0.0        1164
NZ_CM128563.1         ARO:3006934  LEN-31       90.951     862               76          2          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3004842  LEN-39       90.951     862               76          2          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3004841  LEN-38       90.951     862               76          2          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3004827  LEN-35       90.962     863               74          4          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3004848  LEN-55       90.951     862               76          2          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3004847  LEN-51       90.951     862               76          2          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3002460  LEN-10       90.951     862               76          2          2948574  2949434  1        861    0.0        1158
NZ_CM128563.1         ARO:3004839  LEN-32       90.835     862               77          2          2948574  2949434  1        861    0.0        1153
NZ_CM128563.1         ARO:3002479  LEN-25       90.835     862               77          2          2948574  2949434  1        861    0.0        1153
